time,ms,motvel,vehvel,
Wed Jun 25 08:22:18 EDT 2014,1403698938635,0.0,0.0,
Wed Jun 25 08:22:19 EDT 2014,1403698939419,0.0,0.0,
Wed Jun 25 08:22:21 EDT 2014,1403698941382,0.0,0.0,
Wed Jun 25 08:22:30 EDT 2014,1403698950255,0.0,0.0,
Wed Jun 25 08:22:32 EDT 2014,1403698952292,0.0,0.0,
Wed Jun 25 08:22:33 EDT 2014,1403698953040,0.0,0.0,
Wed Jun 25 08:22:33 EDT 2014,1403698953388,0.0,0.0,
Wed Jun 25 08:22:34 EDT 2014,1403698954298,0.0,0.0,
Wed Jun 25 08:22:34 EDT 2014,1403698954580,0.0,0.0,
Wed Jun 25 08:22:41 EDT 2014,1403698961239,0.0,0.0,
Wed Jun 25 08:22:47 EDT 2014,1403698967078,0.0,0.0,
Wed Jun 25 08:22:47 EDT 2014,1403698967682,0.0,0.0,
Wed Jun 25 08:22:48 EDT 2014,1403698968842,0.0,0.0,
Wed Jun 25 08:22:49 EDT 2014,1403698969649,0.0,0.0,
Wed Jun 25 08:22:50 EDT 2014,1403698970592,0.0,0.0,
Wed Jun 25 08:22:57 EDT 2014,1403698977050,0.0,0.0,
Wed Jun 25 08:22:57 EDT 2014,1403698977086,0.0,0.0,
Wed Jun 25 08:23:03 EDT 2014,1403698983175,0.0,0.0,
Wed Jun 25 08:23:04 EDT 2014,1403698984988,0.0,0.0,
Wed Jun 25 08:23:05 EDT 2014,1403698985845,0.0,0.0,
Wed Jun 25 08:23:06 EDT 2014,1403698986280,0.0,0.0,
Wed Jun 25 08:23:06 EDT 2014,1403698986775,0.0,0.0,
Wed Jun 25 08:23:07 EDT 2014,1403698987168,0.0,0.0,
Wed Jun 25 08:23:07 EDT 2014,1403698987365,0.0,0.0,
Wed Jun 25 08:23:09 EDT 2014,1403698989968,0.0,0.0,
Wed Jun 25 08:23:19 EDT 2014,1403698999836,0.0,0.0,
Wed Jun 25 08:23:19 EDT 2014,1403698999946,0.0,0.0,
Wed Jun 25 08:23:36 EDT 2014,1403699016398,0.0,0.0,
Wed Jun 25 08:23:38 EDT 2014,1403699018398,0.0,0.0,
Wed Jun 25 08:23:38 EDT 2014,1403699018796,0.0,0.0,
Wed Jun 25 08:23:39 EDT 2014,1403699019190,0.0,0.0,
Wed Jun 25 08:23:39 EDT 2014,1403699019601,0.0,0.0,
Wed Jun 25 08:23:39 EDT 2014,1403699019834,0.0,0.0,
Wed Jun 25 08:23:44 EDT 2014,1403699024160,0.0,0.0,
Wed Jun 25 08:23:44 EDT 2014,1403699024296,0.0,0.0,
Wed Jun 25 08:23:44 EDT 2014,1403699024499,0.0,0.0,
Wed Jun 25 08:23:45 EDT 2014,1403699025387,0.0,0.0,
Wed Jun 25 08:23:52 EDT 2014,1403699032956,0.0,0.0,
Wed Jun 25 08:23:53 EDT 2014,1403699033996,0.0,0.0,
Wed Jun 25 08:23:54 EDT 2014,1403699034258,0.0,0.0,
Wed Jun 25 08:23:54 EDT 2014,1403699034774,0.0,0.0,
Wed Jun 25 08:23:55 EDT 2014,1403699035154,0.0,0.0,
Wed Jun 25 08:24:10 EDT 2014,1403699050457,0.0,0.0,
Wed Jun 25 08:24:26 EDT 2014,1403699066842,0.0,0.0,
Wed Jun 25 08:24:27 EDT 2014,1403699067677,0.0,0.0,
Wed Jun 25 08:24:28 EDT 2014,1403699068350,0.0,0.0,
Wed Jun 25 08:24:29 EDT 2014,1403699069676,0.0,0.0,
Wed Jun 25 08:24:33 EDT 2014,1403699073877,0.0,0.0,
Wed Jun 25 08:24:40 EDT 2014,1403699080572,0.0,0.0,
Wed Jun 25 08:24:43 EDT 2014,1403699083827,0.0,0.0,
Wed Jun 25 08:24:49 EDT 2014,1403699089334,0.0,0.0,
Wed Jun 25 08:24:50 EDT 2014,1403699090476,0.0,0.0,
Wed Jun 25 08:24:51 EDT 2014,1403699091416,0.0,0.0,
Wed Jun 25 08:24:51 EDT 2014,1403699091614,0.0,0.0,
Wed Jun 25 08:24:52 EDT 2014,1403699092151,0.0,0.0,
Wed Jun 25 08:24:56 EDT 2014,1403699096393,0.0,0.0,
Wed Jun 25 08:24:56 EDT 2014,1403699096804,0.0,0.0,
Wed Jun 25 08:24:56 EDT 2014,1403699096885,0.0,0.0,
Wed Jun 25 08:24:58 EDT 2014,1403699098394,0.0,0.0,
Wed Jun 25 08:25:05 EDT 2014,1403699105791,0.0,0.0,
Wed Jun 25 08:25:08 EDT 2014,1403699108141,0.0,0.0,
Wed Jun 25 08:25:08 EDT 2014,1403699108325,0.0,0.0,
Wed Jun 25 08:25:08 EDT 2014,1403699108525,0.0,0.0,
Wed Jun 25 08:25:08 EDT 2014,1403699108933,0.0,0.0,
Wed Jun 25 08:25:09 EDT 2014,1403699109889,0.0,0.0,
Wed Jun 25 08:25:10 EDT 2014,1403699110256,0.0,0.0,
Wed Jun 25 08:25:11 EDT 2014,1403699111029,0.0,0.0,
Wed Jun 25 08:25:13 EDT 2014,1403699113437,0.0,0.0,
Wed Jun 25 08:25:13 EDT 2014,1403699113486,0.0,0.0,
Wed Jun 25 08:25:13 EDT 2014,1403699113691,0.0,0.0,
Wed Jun 25 08:25:14 EDT 2014,1403699114038,0.0,0.0,
Wed Jun 25 08:25:14 EDT 2014,1403699114163,0.0,0.0,
Wed Jun 25 08:25:14 EDT 2014,1403699114839,0.0,0.0,
Wed Jun 25 08:25:14 EDT 2014,1403699114850,0.0,0.0,
Wed Jun 25 08:25:15 EDT 2014,1403699115164,0.0,0.0,
Wed Jun 25 08:25:15 EDT 2014,1403699115282,0.0,0.0,
Wed Jun 25 08:25:16 EDT 2014,1403699116289,0.0,0.0,
Wed Jun 25 08:25:16 EDT 2014,1403699116494,0.0,0.0,
Wed Jun 25 08:25:16 EDT 2014,1403699116694,0.0,0.0,
Wed Jun 25 08:25:16 EDT 2014,1403699116940,0.0,0.0,
Wed Jun 25 08:25:18 EDT 2014,1403699118070,0.0,0.0,
Wed Jun 25 08:25:20 EDT 2014,1403699120271,0.0,0.0,
Wed Jun 25 08:25:20 EDT 2014,1403699120547,0.0,0.0,
Wed Jun 25 08:25:22 EDT 2014,1403699122035,0.0,0.0,
Wed Jun 25 08:25:27 EDT 2014,1403699127296,0.0,0.0,
Wed Jun 25 08:25:27 EDT 2014,1403699127490,0.0,0.0,
Wed Jun 25 08:25:27 EDT 2014,1403699127784,0.0,0.0,
Wed Jun 25 08:25:28 EDT 2014,1403699128515,0.0,0.0,
Wed Jun 25 08:25:28 EDT 2014,1403699128792,0.0,0.0,
Wed Jun 25 08:25:29 EDT 2014,1403699129375,0.0,0.0,
Wed Jun 25 08:25:29 EDT 2014,1403699129790,0.0,0.0,
Wed Jun 25 08:25:30 EDT 2014,1403699130192,0.0,0.0,
Wed Jun 25 08:25:30 EDT 2014,1403699130647,0.0,0.0,
Wed Jun 25 08:25:30 EDT 2014,1403699130851,0.0,0.0,
Wed Jun 25 08:25:31 EDT 2014,1403699131943,0.0,0.0,
Wed Jun 25 08:25:32 EDT 2014,1403699132720,0.0,0.0,
Wed Jun 25 08:25:32 EDT 2014,1403699132944,0.0,0.0,
Wed Jun 25 08:25:33 EDT 2014,1403699133486,0.0,0.0,
Wed Jun 25 08:25:37 EDT 2014,1403699137908,0.0,0.0,
Wed Jun 25 08:25:40 EDT 2014,1403699140925,0.0,0.0,
Wed Jun 25 08:25:42 EDT 2014,1403699142516,0.0,0.0,
Wed Jun 25 08:25:44 EDT 2014,1403699144396,0.0,0.0,
Wed Jun 25 08:25:44 EDT 2014,1403699144756,0.0,0.0,
Wed Jun 25 08:25:45 EDT 2014,1403699145764,0.0,0.0,
Wed Jun 25 08:25:46 EDT 2014,1403699146377,0.0,0.0,
Wed Jun 25 08:25:46 EDT 2014,1403699146495,0.0,0.0,
Wed Jun 25 08:25:47 EDT 2014,1403699147509,0.0,0.0,
Wed Jun 25 08:25:47 EDT 2014,1403699147695,0.0,0.0,
Wed Jun 25 08:25:48 EDT 2014,1403699148149,0.0,0.0,
Wed Jun 25 08:25:49 EDT 2014,1403699149017,0.0,0.0,
Wed Jun 25 08:25:49 EDT 2014,1403699149296,0.0,0.0,
Wed Jun 25 08:25:49 EDT 2014,1403699149533,0.0,0.0,
Wed Jun 25 08:25:49 EDT 2014,1403699149734,0.0,0.0,
Wed Jun 25 08:25:50 EDT 2014,1403699150557,0.0,0.0,
Wed Jun 25 08:25:56 EDT 2014,1403699156251,0.4253983497619629,0.01225950289517641,
Wed Jun 25 08:26:00 EDT 2014,1403699160005,0.0,0.0,
Wed Jun 25 08:26:00 EDT 2014,1403699160866,0.0,0.0,
Wed Jun 25 08:26:03 EDT 2014,1403699163364,0.0,0.0,
Wed Jun 25 08:26:03 EDT 2014,1403699163659,0.0,0.0,
Wed Jun 25 08:26:04 EDT 2014,1403699164599,0.0,0.0,
Wed Jun 25 08:26:05 EDT 2014,1403699165993,0.0,0.0,
Wed Jun 25 08:26:07 EDT 2014,1403699167466,0.0,0.0,
Wed Jun 25 08:26:07 EDT 2014,1403699167656,0.0,0.0,
Wed Jun 25 08:26:08 EDT 2014,1403699168664,0.0,0.0,
Wed Jun 25 08:26:09 EDT 2014,1403699169269,0.0,0.0,
Wed Jun 25 08:26:09 EDT 2014,1403699169902,0.0,0.0,
Wed Jun 25 08:26:14 EDT 2014,1403699174491,0.0,0.0,
Wed Jun 25 08:26:15 EDT 2014,1403699175656,0.0,0.0,
Wed Jun 25 08:26:16 EDT 2014,1403699176382,0.0,0.0,
Wed Jun 25 08:26:17 EDT 2014,1403699177058,0.0,0.0,
Wed Jun 25 08:26:17 EDT 2014,1403699177665,0.0,0.0,
Wed Jun 25 08:26:17 EDT 2014,1403699177936,0.0,0.0,
Wed Jun 25 08:26:18 EDT 2014,1403699178462,0.0,0.0,
Wed Jun 25 08:26:18 EDT 2014,1403699178662,0.0,0.0,
Wed Jun 25 08:26:19 EDT 2014,1403699179911,0.0,0.0,
Wed Jun 25 08:26:20 EDT 2014,1403699180343,0.0,0.0,
Wed Jun 25 08:26:20 EDT 2014,1403699180467,0.0,0.0,
Wed Jun 25 08:26:20 EDT 2014,1403699180859,0.0,0.0,
Wed Jun 25 08:26:22 EDT 2014,1403699182367,0.5098879337310791,0.014694398269057274,
Wed Jun 25 08:26:23 EDT 2014,1403699183705,0.0,0.0,
Wed Jun 25 08:26:25 EDT 2014,1403699185945,0.0,0.0,
Wed Jun 25 08:26:28 EDT 2014,1403699188123,0.0,0.0,
Wed Jun 25 08:26:29 EDT 2014,1403699189871,0.0,0.0,
Wed Jun 25 08:26:30 EDT 2014,1403699190070,0.0,0.0,
Wed Jun 25 08:26:30 EDT 2014,1403699190294,0.0,0.0,
Wed Jun 25 08:26:30 EDT 2014,1403699190500,0.0,0.0,
Wed Jun 25 08:26:31 EDT 2014,1403699191470,0.0,0.0,
Wed Jun 25 08:26:31 EDT 2014,1403699191766,0.0,0.0,
Wed Jun 25 08:26:31 EDT 2014,1403699191856,0.0,0.0,
Wed Jun 25 08:26:32 EDT 2014,1403699192069,0.0,0.0,
Wed Jun 25 08:26:32 EDT 2014,1403699192332,0.0,0.0,
Wed Jun 25 08:26:32 EDT 2014,1403699192464,0.0,0.0,
Wed Jun 25 08:26:32 EDT 2014,1403699192897,0.0,0.0,
Wed Jun 25 08:26:33 EDT 2014,1403699193067,0.0,0.0,
Wed Jun 25 08:26:33 EDT 2014,1403699193282,0.0,0.0,
Wed Jun 25 08:26:33 EDT 2014,1403699193421,0.0,0.0,
Wed Jun 25 08:26:33 EDT 2014,1403699193750,0.0,0.0,
Wed Jun 25 08:26:33 EDT 2014,1403699193866,0.0,0.0,
Wed Jun 25 08:26:34 EDT 2014,1403699194155,0.0,0.0,
Wed Jun 25 08:26:34 EDT 2014,1403699194275,0.0,0.0,
Wed Jun 25 08:26:34 EDT 2014,1403699194489,0.0,0.0,
Wed Jun 25 08:26:34 EDT 2014,1403699194675,0.0,0.0,
Wed Jun 25 08:26:34 EDT 2014,1403699194909,0.0,0.0,
Wed Jun 25 08:26:35 EDT 2014,1403699195061,0.0,0.0,
Wed Jun 25 08:26:35 EDT 2014,1403699195557,0.0,0.0,
Wed Jun 25 08:26:35 EDT 2014,1403699195771,0.0,0.0,
Wed Jun 25 08:26:35 EDT 2014,1403699195908,0.0,0.0,
Wed Jun 25 08:26:38 EDT 2014,1403699198461,0.0,0.0,
Wed Jun 25 08:26:39 EDT 2014,1403699199250,0.0,0.0,
Wed Jun 25 08:26:45 EDT 2014,1403699205547,0.0,0.0,
Wed Jun 25 08:26:48 EDT 2014,1403699208200,0.0,0.0,
Wed Jun 25 08:26:48 EDT 2014,1403699208573,0.0,0.0,
Wed Jun 25 08:26:48 EDT 2014,1403699208950,0.0,0.0,
Wed Jun 25 08:26:49 EDT 2014,1403699209676,0.0,0.0,
Wed Jun 25 08:26:57 EDT 2014,1403699217677,0.0,0.0,
Wed Jun 25 08:26:57 EDT 2014,1403699217922,0.0,0.0,
Wed Jun 25 08:27:04 EDT 2014,1403699224465,0.0,0.0,
Wed Jun 25 08:27:05 EDT 2014,1403699225062,0.0,0.0,
Wed Jun 25 08:27:06 EDT 2014,1403699226069,0.0,0.0,
Wed Jun 25 08:27:06 EDT 2014,1403699226321,0.0,0.0,
Wed Jun 25 08:27:06 EDT 2014,1403699226477,0.0,0.0,
Wed Jun 25 08:27:06 EDT 2014,1403699226827,0.0,0.0,
Wed Jun 25 08:27:07 EDT 2014,1403699227123,0.0,0.0,
Wed Jun 25 08:27:07 EDT 2014,1403699227280,0.0,0.0,
Wed Jun 25 08:27:07 EDT 2014,1403699227540,0.0,0.0,
Wed Jun 25 08:27:07 EDT 2014,1403699227695,0.0,0.0,
Wed Jun 25 08:27:11 EDT 2014,1403699231690,0.0,0.0,
Wed Jun 25 08:27:11 EDT 2014,1403699231868,0.0,0.0,
Wed Jun 25 08:27:13 EDT 2014,1403699233074,0.0,0.0,
Wed Jun 25 08:27:14 EDT 2014,1403699234220,0.0,0.0,
Wed Jun 25 08:27:21 EDT 2014,1403699241281,0.0,0.0,
Wed Jun 25 08:27:21 EDT 2014,1403699241734,0.0,0.0,
Wed Jun 25 08:27:54 EDT 2014,1403699274555,0.0,0.0,
Wed Jun 25 08:27:55 EDT 2014,1403699275131,0.0,0.0,
Wed Jun 25 08:28:00 EDT 2014,1403699280691,0.0,0.0,
Wed Jun 25 08:28:03 EDT 2014,1403699283697,0.0,0.0,
Wed Jun 25 08:28:24 EDT 2014,1403699304285,0.0,0.0,
Wed Jun 25 08:28:24 EDT 2014,1403699304753,0.0,0.0,
Wed Jun 25 08:28:24 EDT 2014,1403699304930,0.0,0.0,
Wed Jun 25 08:28:25 EDT 2014,1403699305112,0.0,0.0,
Wed Jun 25 08:28:25 EDT 2014,1403699305355,0.0,0.0,
Wed Jun 25 08:28:25 EDT 2014,1403699305499,0.0,0.0,
Wed Jun 25 08:28:25 EDT 2014,1403699305742,0.0,0.0,
Wed Jun 25 08:28:26 EDT 2014,1403699306250,0.0,0.0,
Wed Jun 25 08:28:27 EDT 2014,1403699307857,0.0,0.0,
Wed Jun 25 08:28:28 EDT 2014,1403699308306,0.0,0.0,
Wed Jun 25 08:28:28 EDT 2014,1403699308867,0.0,0.0,
Wed Jun 25 08:28:34 EDT 2014,1403699314479,0.0,0.0,
Wed Jun 25 08:28:34 EDT 2014,1403699314653,0.0,0.0,
Wed Jun 25 08:28:41 EDT 2014,1403699321504,0.0,0.0,
Wed Jun 25 08:28:42 EDT 2014,1403699322509,0.0,0.0,
Wed Jun 25 08:28:42 EDT 2014,1403699322930,0.0,0.0,
Wed Jun 25 08:28:44 EDT 2014,1403699324649,0.0,0.0,
Wed Jun 25 08:28:44 EDT 2014,1403699324937,0.0,0.0,
Wed Jun 25 08:28:45 EDT 2014,1403699325283,0.0,0.0,
Wed Jun 25 08:28:57 EDT 2014,1403699337133,0.0,0.0,
Wed Jun 25 08:28:57 EDT 2014,1403699337530,0.0,0.0,
Wed Jun 25 08:28:57 EDT 2014,1403699337910,0.0,0.0,
Wed Jun 25 08:28:58 EDT 2014,1403699338956,0.0,0.0,
Wed Jun 25 08:29:00 EDT 2014,1403699340363,0.0,0.0,
Wed Jun 25 08:29:00 EDT 2014,1403699340483,0.0,0.0,
Wed Jun 25 08:29:00 EDT 2014,1403699340730,0.0,0.0,
Wed Jun 25 08:29:01 EDT 2014,1403699341325,0.0,0.0,
Wed Jun 25 08:29:01 EDT 2014,1403699341555,0.0,0.0,
Wed Jun 25 08:29:01 EDT 2014,1403699341749,0.0,0.0,
Wed Jun 25 08:29:13 EDT 2014,1403699353915,0.0,0.0,
Wed Jun 25 08:29:15 EDT 2014,1403699355335,0.0,0.0,
Wed Jun 25 08:29:15 EDT 2014,1403699355750,0.0,0.0,
Wed Jun 25 08:29:16 EDT 2014,1403699356313,0.0,0.0,
Wed Jun 25 08:29:25 EDT 2014,1403699365504,0.0,0.0,
Wed Jun 25 08:29:33 EDT 2014,1403699373069,0.0,0.0,
Wed Jun 25 08:29:33 EDT 2014,1403699373273,0.0,0.0,
Wed Jun 25 08:29:33 EDT 2014,1403699373511,0.0,0.0,
Wed Jun 25 08:29:33 EDT 2014,1403699373675,0.0,0.0,
Wed Jun 25 08:29:35 EDT 2014,1403699375454,0.0,0.0,
Wed Jun 25 08:29:44 EDT 2014,1403699384753,0.0,0.0,
Wed Jun 25 08:29:45 EDT 2014,1403699385121,0.0,0.0,
Wed Jun 25 08:29:45 EDT 2014,1403699385274,0.0,0.0,
Wed Jun 25 08:29:45 EDT 2014,1403699385673,0.0,0.0,
Wed Jun 25 08:29:45 EDT 2014,1403699385890,0.0,0.0,
Wed Jun 25 08:29:46 EDT 2014,1403699386678,0.0,0.0,
Wed Jun 25 08:29:47 EDT 2014,1403699387897,0.0,0.0,
Wed Jun 25 08:29:48 EDT 2014,1403699388126,0.0,0.0,
Wed Jun 25 08:29:48 EDT 2014,1403699388297,0.0,0.0,
Wed Jun 25 08:29:48 EDT 2014,1403699388487,0.0,0.0,
Wed Jun 25 08:29:48 EDT 2014,1403699388626,0.0,0.0,
Wed Jun 25 08:29:49 EDT 2014,1403699389597,0.0,0.0,
Wed Jun 25 08:29:49 EDT 2014,1403699389597,0.0,0.0,
Wed Jun 25 08:29:49 EDT 2014,1403699389879,0.0,0.0,
Wed Jun 25 08:29:55 EDT 2014,1403699395280,0.0,0.0,
Wed Jun 25 08:30:00 EDT 2014,1403699400315,0.0,0.0,
Wed Jun 25 08:30:01 EDT 2014,1403699401077,0.0,0.0,
Wed Jun 25 08:30:01 EDT 2014,1403699401299,0.0,0.0,
Wed Jun 25 08:30:01 EDT 2014,1403699401538,0.0,0.0,
Wed Jun 25 08:30:01 EDT 2014,1403699401701,0.0,0.0,
Wed Jun 25 08:30:01 EDT 2014,1403699401878,0.0,0.0,
Wed Jun 25 08:30:02 EDT 2014,1403699402099,0.0,0.0,
Wed Jun 25 08:30:02 EDT 2014,1403699402262,0.0,0.0,
Wed Jun 25 08:30:02 EDT 2014,1403699402643,0.0,0.0,
Wed Jun 25 08:30:03 EDT 2014,1403699403047,0.0,0.0,
Wed Jun 25 08:30:03 EDT 2014,1403699403262,0.0,0.0,
Wed Jun 25 08:30:03 EDT 2014,1403699403488,0.0,0.0,
Wed Jun 25 08:30:03 EDT 2014,1403699403677,0.0,0.0,
Wed Jun 25 08:30:03 EDT 2014,1403699403841,0.0,0.0,
Wed Jun 25 08:30:04 EDT 2014,1403699404025,0.0,0.0,
Wed Jun 25 08:30:04 EDT 2014,1403699404287,0.0,0.0,
Wed Jun 25 08:30:04 EDT 2014,1403699404441,0.0,0.0,
Wed Jun 25 08:30:04 EDT 2014,1403699404636,0.0,0.0,
Wed Jun 25 08:30:04 EDT 2014,1403699404783,0.0,0.0,
Wed Jun 25 08:30:05 EDT 2014,1403699405095,0.0,0.0,
Wed Jun 25 08:30:05 EDT 2014,1403699405289,0.0,0.0,
Wed Jun 25 08:30:05 EDT 2014,1403699405536,0.0,0.0,
Wed Jun 25 08:30:05 EDT 2014,1403699405877,0.0,0.0,
Wed Jun 25 08:30:07 EDT 2014,1403699407589,0.0,0.0,
Wed Jun 25 08:30:08 EDT 2014,1403699408623,0.0,0.0,
Wed Jun 25 08:30:11 EDT 2014,1403699411309,0.0,0.0,
Wed Jun 25 08:30:17 EDT 2014,1403699417655,0.0,0.0,
Wed Jun 25 08:30:18 EDT 2014,1403699418087,0.0,0.0,
Wed Jun 25 08:30:18 EDT 2014,1403699418449,0.0,0.0,
Wed Jun 25 08:30:18 EDT 2014,1403699418674,0.0,0.0,
Wed Jun 25 08:30:18 EDT 2014,1403699418845,0.0,0.0,
Wed Jun 25 08:30:19 EDT 2014,1403699419122,0.0,0.0,
Wed Jun 25 08:30:19 EDT 2014,1403699419970,0.0,0.0,
Wed Jun 25 08:30:20 EDT 2014,1403699420301,0.0,0.0,
Wed Jun 25 08:30:20 EDT 2014,1403699420549,0.0,0.0,
Wed Jun 25 08:30:20 EDT 2014,1403699420895,0.0,0.0,
Wed Jun 25 08:30:21 EDT 2014,1403699421037,0.0,0.0,
Wed Jun 25 08:30:21 EDT 2014,1403699421521,0.0,0.0,
Wed Jun 25 08:30:21 EDT 2014,1403699421710,0.0,0.0,
Wed Jun 25 08:30:21 EDT 2014,1403699421836,0.0,0.0,
Wed Jun 25 08:30:22 EDT 2014,1403699422034,0.0,0.0,
Wed Jun 25 08:30:22 EDT 2014,1403699422588,0.0,0.0,
Wed Jun 25 08:30:22 EDT 2014,1403699422882,0.0,0.0,
Wed Jun 25 08:30:23 EDT 2014,1403699423397,0.0,0.0,
Wed Jun 25 08:30:23 EDT 2014,1403699423793,0.0,0.0,
Wed Jun 25 08:30:26 EDT 2014,1403699426837,0.0,0.0,
Wed Jun 25 08:30:27 EDT 2014,1403699427315,0.0,0.0,
Wed Jun 25 08:30:31 EDT 2014,1403699431788,0.0,0.0,
Wed Jun 25 08:30:34 EDT 2014,1403699434295,0.0,0.0,
Wed Jun 25 08:30:34 EDT 2014,1403699434435,0.0,0.0,
Wed Jun 25 08:30:34 EDT 2014,1403699434923,0.0,0.0,
Wed Jun 25 08:30:35 EDT 2014,1403699435186,0.0,0.0,
Wed Jun 25 08:30:35 EDT 2014,1403699435541,0.0,0.0,
Wed Jun 25 08:30:36 EDT 2014,1403699436520,0.0,0.0,
Wed Jun 25 08:30:37 EDT 2014,1403699437291,0.0,0.0,
Wed Jun 25 08:30:37 EDT 2014,1403699437692,0.0,0.0,
Wed Jun 25 08:30:41 EDT 2014,1403699441232,0.0,0.0,
Wed Jun 25 08:30:49 EDT 2014,1403699449686,0.0,0.0,
Wed Jun 25 08:30:51 EDT 2014,1403699451308,0.0,0.0,
Wed Jun 25 08:30:52 EDT 2014,1403699452322,0.0,0.0,
Wed Jun 25 08:30:52 EDT 2014,1403699452698,0.0,0.0,
Wed Jun 25 08:31:05 EDT 2014,1403699465450,0.0,0.0,
Wed Jun 25 08:31:09 EDT 2014,1403699469722,0.0,0.0,
Wed Jun 25 08:31:20 EDT 2014,1403699480815,0.0,0.0,
Wed Jun 25 08:31:21 EDT 2014,1403699481868,0.0,0.0,
Wed Jun 25 08:31:22 EDT 2014,1403699482694,0.0,0.0,
Wed Jun 25 08:31:23 EDT 2014,1403699483101,0.0,0.0,
Wed Jun 25 08:31:23 EDT 2014,1403699483321,0.0,0.0,
Wed Jun 25 08:31:23 EDT 2014,1403699483415,0.0,0.0,
Wed Jun 25 08:31:23 EDT 2014,1403699483875,0.0,0.0,
Wed Jun 25 08:31:25 EDT 2014,1403699485105,0.0,0.0,
Wed Jun 25 08:31:25 EDT 2014,1403699485507,0.0,0.0,
Wed Jun 25 08:31:37 EDT 2014,1403699497681,0.0,0.0,
Wed Jun 25 08:31:37 EDT 2014,1403699497891,0.0,0.0,
Wed Jun 25 08:31:38 EDT 2014,1403699498309,0.0,0.0,
Wed Jun 25 08:31:38 EDT 2014,1403699498472,0.0,0.0,
Wed Jun 25 08:31:39 EDT 2014,1403699499525,0.0,0.0,
Wed Jun 25 08:31:39 EDT 2014,1403699499525,0.0,0.0,
Wed Jun 25 08:31:39 EDT 2014,1403699499721,0.0,0.0,
Wed Jun 25 08:31:40 EDT 2014,1403699500149,0.0,0.0,
Wed Jun 25 08:31:40 EDT 2014,1403699500246,0.0,0.0,
Wed Jun 25 08:31:40 EDT 2014,1403699500617,0.0,0.0,
Wed Jun 25 08:31:41 EDT 2014,1403699501479,0.0,0.0,
Wed Jun 25 08:31:41 EDT 2014,1403699501691,0.0,0.0,
Wed Jun 25 08:31:41 EDT 2014,1403699501876,0.0,0.0,
Wed Jun 25 08:31:53 EDT 2014,1403699513470,0.0,0.0,
Wed Jun 25 08:31:54 EDT 2014,1403699514275,0.0,0.0,
Wed Jun 25 08:31:55 EDT 2014,1403699515291,0.0,0.0,
Wed Jun 25 08:31:55 EDT 2014,1403699515460,0.0,0.0,
Wed Jun 25 08:31:56 EDT 2014,1403699516242,0.0,0.0,
Wed Jun 25 08:31:57 EDT 2014,1403699517227,0.0,0.0,
Wed Jun 25 08:31:57 EDT 2014,1403699517236,0.0,0.0,
Wed Jun 25 08:31:57 EDT 2014,1403699517445,0.0,0.0,
Wed Jun 25 08:31:57 EDT 2014,1403699517599,0.0,0.0,
Wed Jun 25 08:31:57 EDT 2014,1403699517888,0.0,0.0,
Wed Jun 25 08:32:08 EDT 2014,1403699528028,0.0,0.0,
Wed Jun 25 08:32:09 EDT 2014,1403699529290,0.0,0.0,
Wed Jun 25 08:32:10 EDT 2014,1403699530262,0.0,0.0,
Wed Jun 25 08:32:10 EDT 2014,1403699530448,0.0,0.0,
Wed Jun 25 08:32:11 EDT 2014,1403699531664,0.0,0.0,
Wed Jun 25 08:32:12 EDT 2014,1403699532824,0.0,0.0,
Wed Jun 25 08:32:13 EDT 2014,1403699533242,0.0,0.0,
Wed Jun 25 08:32:14 EDT 2014,1403699534388,0.0,0.0,
Wed Jun 25 08:32:14 EDT 2014,1403699534791,0.0,0.0,
Wed Jun 25 08:32:16 EDT 2014,1403699536401,0.0,0.0,
Wed Jun 25 08:32:17 EDT 2014,1403699537641,0.0,0.0,
Wed Jun 25 08:32:17 EDT 2014,1403699537811,0.0,0.0,
Wed Jun 25 08:32:18 EDT 2014,1403699538197,0.0,0.0,
Wed Jun 25 08:32:19 EDT 2014,1403699539462,0.0,0.0,
Wed Jun 25 08:32:26 EDT 2014,1403699546316,0.0,0.0,
Wed Jun 25 08:32:26 EDT 2014,1403699546439,0.0,0.0,
Wed Jun 25 08:32:26 EDT 2014,1403699546732,0.0,0.0,
Wed Jun 25 08:32:35 EDT 2014,1403699555512,0.0,0.0,
Wed Jun 25 08:32:40 EDT 2014,1403699560963,0.0,0.0,
Wed Jun 25 08:32:42 EDT 2014,1403699562569,0.0,0.0,
Wed Jun 25 08:32:42 EDT 2014,1403699562736,0.0,0.0,
Wed Jun 25 08:32:43 EDT 2014,1403699563141,0.0,0.0,
Wed Jun 25 08:32:43 EDT 2014,1403699563555,0.0,0.0,
Wed Jun 25 08:32:43 EDT 2014,1403699563700,0.0,0.0,
Wed Jun 25 08:32:43 EDT 2014,1403699563918,0.0,0.0,
Wed Jun 25 08:32:44 EDT 2014,1403699564085,0.0,0.0,
Wed Jun 25 08:32:44 EDT 2014,1403699564266,0.0,0.0,
Wed Jun 25 08:32:44 EDT 2014,1403699564509,0.0,0.0,
Wed Jun 25 08:32:44 EDT 2014,1403699564745,0.0,0.0,
Wed Jun 25 08:32:44 EDT 2014,1403699564816,0.0,0.0,
Wed Jun 25 08:32:45 EDT 2014,1403699565361,0.0,0.0,
Wed Jun 25 08:32:45 EDT 2014,1403699565531,0.0,0.0,
